order_id,order_date,customer_city,product_type,product_value,carrier,service,shipping_cost,promised_delivery_days,promised_date,actual_date,status,delay_days,issue_type,has_pod,pod_photo_quality,pod_gps_match,pod_signature_valid,pod_valid,recoverable_amount,recovery_reason
ORD-002252,2025-10-28,Toulouse,Cosmétique,30.3,La Poste,Standard,5.9,5,2025-11-02,2025-11-01,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002253,2025-12-14,Nice,Cosmétique,48.83,Chronopost,Express,12.9,2,2025-12-16,2025-12-15,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002254,2025-11-16,Strasbourg,Chaussure,79.48,La Poste,Premium,18.9,1,2025-11-17,2025-11-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002255,2025-10-16,Grenoble,Livre,24.2,UPS,Express,12.9,2,2025-10-18,2025-10-17,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002256,2025-10-03,Grenoble,High-Tech,198.55,DHL,Standard,5.9,5,2025-10-08,2025-10-07,Delivered,0,,True,Good,False,True,False,0.0,
ORD-002257,2025-12-14,Nantes,Chaussure,126.7,UPS,Standard,5.9,5,2025-12-19,2025-12-18,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-002258,2025-12-16,Toulouse,Livre,8.69,UPS,Express,12.9,2,2025-12-18,2025-12-17,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002259,2025-11-11,Montpellier,Chaussure,79.21,Colissimo,Standard,5.9,5,2025-11-16,2025-11-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002260,2026-01-05,Le Havre,High-Tech,75.89,Chronopost,Standard,5.9,5,2026-01-10,2026-01-09,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002261,2025-12-10,Bordeaux,Vêtement,56.11,Colissimo,Standard,5.9,5,2025-12-15,2025-12-14,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002262,2025-12-27,Toulon,Chaussure,37.44,UPS,Standard,5.9,5,2026-01-01,2025-12-31,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002263,2026-01-01,Reims,Chaussure,52.48,La Poste,Express,12.9,2,2026-01-03,2026-01-02,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002264,2025-10-08,Lille,High-Tech,126.39,Chronopost,Standard,5.9,5,2025-10-13,2025-10-12,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002265,2026-01-13,Rennes,Chaussure,94.27,DHL,Express,12.9,2,2026-01-15,2026-01-14,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002266,2025-10-21,Marseille,Chaussure,92.55,Colissimo,Express,12.9,2,2025-10-23,2025-10-22,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002267,2025-10-22,Paris,High-Tech,50.34,La Poste,Premium,18.9,1,2025-10-23,2025-10-22,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002268,2025-12-23,Strasbourg,Vêtement,46.1,La Poste,Standard,5.9,5,2025-12-28,2025-12-29,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002269,2025-11-30,Grenoble,Chaussure,56.57,Chronopost,Standard,5.9,5,2025-12-05,2025-12-04,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-002270,2026-01-02,Toulouse,Cosmétique,41.37,Colissimo,Standard,5.9,5,2026-01-07,2026-01-08,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002271,2025-11-28,Lyon,Cosmétique,31.74,UPS,Standard,5.9,5,2025-12-03,2025-12-02,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002272,2025-10-12,Toulouse,Livre,16.92,Chronopost,Standard,5.9,5,2025-10-17,2025-10-16,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002273,2025-11-27,Toulon,Chaussure,137.8,Colissimo,Express,12.9,2,2025-11-29,2025-11-30,Delivered_Late,1,Delayed_Delivery,True,Good,True,False,False,0.0,
ORD-002274,2025-10-28,Saint-Étienne,Cosmétique,41.49,Chronopost,Standard,5.9,5,2025-11-02,2025-11-01,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002275,2025-12-24,Toulouse,High-Tech,138.31,Colissimo,Standard,5.9,5,2025-12-29,2025-12-28,Delivered,0,,True,Poor,True,True,False,69.16,Invalid_POD_Customer_Claim
ORD-002276,2026-01-10,Nice,Chaussure,47.21,DHL,Express,12.9,2,2026-01-12,2026-01-13,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002277,2025-12-13,Nice,Cosmétique,50.32,La Poste,Standard,5.9,5,2025-12-18,2025-12-17,Delivered,0,,True,Good,True,False,False,25.16,Invalid_POD_Customer_Claim
ORD-002278,2025-11-16,Paris,Vêtement,86.77,Mondial Relay,Express,12.9,2,2025-11-18,2025-11-20,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002279,2025-12-25,Grenoble,Cosmétique,55.13,DHL,Standard,5.9,5,2025-12-30,2025-12-29,Delivered,0,,True,Good,False,True,False,27.57,Invalid_POD_Customer_Claim
ORD-002280,2025-11-05,Rennes,High-Tech,5.0,Colissimo,Standard,5.9,5,2025-11-10,2025-11-09,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002281,2025-10-17,Marseille,High-Tech,236.87,Colissimo,Express,12.9,2,2025-10-19,2025-10-20,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002282,2025-10-04,Saint-Étienne,Vêtement,66.1,Colissimo,Premium,18.9,1,2025-10-05,2025-10-04,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-002283,2025-11-05,Lyon,Chaussure,5.0,Chronopost,Standard,5.9,5,2025-11-10,2025-11-09,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002284,2025-11-25,Saint-Étienne,Vêtement,45.07,UPS,Express,12.9,2,2025-11-27,2025-11-26,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002285,2025-12-07,Rennes,Vêtement,51.56,La Poste,Premium,18.9,1,2025-12-08,2025-12-07,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002286,2025-12-27,Lille,Cosmétique,48.86,La Poste,Express,12.9,2,2025-12-29,2025-12-28,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002287,2025-11-21,Reims,Livre,9.86,UPS,Standard,5.9,5,2025-11-26,2025-11-25,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002288,2025-11-17,Reims,High-Tech,156.85,UPS,Standard,5.9,5,2025-11-22,2025-11-21,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002289,2025-11-02,Bordeaux,Cosmétique,21.12,UPS,Express,12.9,2,2025-11-04,2025-11-04,Delivered,0,,True,Good,True,False,False,10.56,Invalid_POD_Customer_Claim
ORD-002290,2025-10-16,Paris,Cosmétique,38.83,DHL,Standard,5.9,5,2025-10-21,2025-10-20,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002291,2025-12-10,Bordeaux,Livre,11.05,Colissimo,Standard,5.9,5,2025-12-15,2025-12-14,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002292,2025-11-24,Toulouse,Vêtement,36.84,DHL,Standard,5.9,5,2025-11-29,2025-11-28,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002293,2025-10-14,Rennes,Vêtement,25.08,Colissimo,Standard,5.9,5,2025-10-19,2025-10-18,Delivered,0,,True,Good,True,False,False,12.54,Invalid_POD_Customer_Claim
ORD-002294,2025-11-27,Montpellier,Livre,26.51,Chronopost,Standard,5.9,5,2025-12-02,2025-12-01,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002295,2025-11-06,Grenoble,High-Tech,218.68,Mondial Relay,Premium,18.9,1,2025-11-07,2025-11-06,Delivered,0,,True,Good,True,False,False,109.34,Invalid_POD_Customer_Claim
ORD-002296,2025-10-03,Reims,High-Tech,131.23,DHL,Standard,5.9,5,2025-10-08,2025-10-07,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002297,2025-11-02,Paris,Vêtement,45.76,UPS,Standard,5.9,5,2025-11-07,2025-11-06,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002298,2026-01-08,Toulon,Cosmétique,13.27,Colissimo,Express,12.9,2,2026-01-10,2026-01-12,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002299,2025-11-20,Reims,Vêtement,44.09,UPS,Express,12.9,2,2025-11-22,2025-11-21,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002300,2025-10-18,Lyon,Vêtement,29.7,La Poste,Express,12.9,2,2025-10-20,2025-10-19,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002301,2025-11-24,Paris,High-Tech,312.29,Chronopost,Standard,5.9,5,2025-11-29,2025-11-28,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002302,2025-11-29,Paris,Vêtement,64.17,Chronopost,Premium,18.9,1,2025-11-30,2025-11-29,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002303,2025-12-09,Bordeaux,Chaussure,32.11,DHL,Standard,5.9,5,2025-12-14,2025-12-13,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002304,2025-12-30,Lyon,Cosmétique,47.57,Chronopost,Standard,5.9,5,2026-01-04,2026-01-03,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002305,2026-01-12,Grenoble,Chaussure,102.33,DHL,Standard,5.9,5,2026-01-17,2026-01-19,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002306,2025-12-17,Marseille,Cosmétique,36.98,DHL,Premium,18.9,1,2025-12-18,2025-12-17,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002307,2025-10-16,Lille,Chaussure,63.41,UPS,Standard,5.9,5,2025-10-21,2025-10-20,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002308,2025-10-20,Grenoble,Vêtement,69.47,Colissimo,Standard,5.9,5,2025-10-25,2025-10-24,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002309,2026-01-15,Nantes,Livre,30.96,Colissimo,Express,12.9,2,2026-01-17,2026-01-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002310,2025-12-25,Toulouse,Chaussure,46.23,DHL,Standard,5.9,5,2025-12-30,2025-12-31,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002311,2025-10-02,Nantes,High-Tech,176.7,Chronopost,Express,12.9,2,2025-10-04,2025-10-08,Delivered_Late,4,Delayed_Delivery,True,Good,True,True,True,12.9,Late_Delivery_Premium_Service
ORD-002312,2025-12-24,Lyon,Livre,17.02,Colissimo,Standard,5.9,5,2025-12-29,2025-12-28,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002313,2025-10-14,Paris,Cosmétique,23.0,Chronopost,Standard,5.9,5,2025-10-19,2025-10-18,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002314,2025-10-13,Montpellier,Vêtement,43.73,DHL,Premium,18.9,1,2025-10-14,2025-10-13,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002315,2025-12-13,Toulon,Chaussure,102.12,DHL,Standard,5.9,5,2025-12-18,,Lost,21,Package_Lost,False,,,,False,110.97,"Package_Lost_Full_Refund, Significant_Delay_Standard"
ORD-002316,2025-10-15,Lille,Vêtement,35.85,Chronopost,Premium,18.9,1,2025-10-16,2025-10-20,Delivered_Late,4,Delayed_Delivery,True,Good,True,True,True,18.9,Late_Delivery_Premium_Service
ORD-002317,2026-01-13,Bordeaux,Livre,17.24,Chronopost,Premium,18.9,1,2026-01-14,2026-01-13,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-002318,2025-11-15,Toulon,Cosmétique,49.11,DHL,Standard,5.9,5,2025-11-20,2025-11-21,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002319,2025-10-02,Bordeaux,Vêtement,32.87,DHL,Standard,5.9,5,2025-10-07,2025-10-06,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002320,2025-11-30,Strasbourg,Cosmétique,38.17,La Poste,Standard,5.9,5,2025-12-05,2025-12-04,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002321,2025-11-21,Nantes,Vêtement,69.0,Chronopost,Express,12.9,2,2025-11-23,2025-11-22,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002322,2025-12-15,Saint-Étienne,Chaussure,50.24,Mondial Relay,Express,12.9,2,2025-12-17,2025-12-16,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002323,2025-12-14,Lyon,Livre,5.0,La Poste,Premium,18.9,1,2025-12-15,2025-12-14,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002324,2025-12-31,Saint-Étienne,Vêtement,57.39,Chronopost,Standard,5.9,5,2026-01-05,2026-01-04,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002325,2025-10-23,Montpellier,Chaussure,45.94,UPS,Standard,5.9,5,2025-10-28,2025-10-27,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002326,2026-01-08,Nantes,Livre,8.1,UPS,Standard,5.9,5,2026-01-13,2026-01-12,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002327,2025-11-23,Le Havre,Chaussure,46.27,La Poste,Express,12.9,2,2025-11-25,2025-11-24,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002328,2025-12-18,Lille,Livre,18.15,UPS,Standard,5.9,5,2025-12-23,2025-12-22,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002329,2025-11-19,Montpellier,High-Tech,101.62,Colissimo,Standard,5.9,5,2025-11-24,,Lost,13,Package_Lost,False,,,,False,110.47,"Package_Lost_Full_Refund, Significant_Delay_Standard"
ORD-002330,2025-11-05,Montpellier,Vêtement,5.0,DHL,Standard,5.9,5,2025-11-10,2025-11-09,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002331,2025-12-04,Nice,Livre,28.97,Colissimo,Express,12.9,2,2025-12-06,2025-12-09,Delivered_Late,3,Delayed_Delivery,True,Good,True,True,True,12.9,Late_Delivery_Premium_Service
ORD-002332,2025-10-20,Marseille,Chaussure,103.25,DHL,Standard,5.9,5,2025-10-25,2025-10-24,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002333,2025-10-12,Montpellier,Vêtement,40.82,Mondial Relay,Standard,5.9,5,2025-10-17,2025-10-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002334,2025-12-21,Saint-Étienne,Cosmétique,66.65,Colissimo,Premium,18.9,1,2025-12-22,2025-12-21,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002335,2025-11-22,Lyon,Cosmétique,39.03,Chronopost,Standard,5.9,5,2025-11-27,2025-11-28,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002336,2025-12-05,Nantes,Vêtement,75.26,Chronopost,Standard,5.9,5,2025-12-10,2025-12-09,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002337,2025-12-03,Toulouse,Chaussure,78.72,Colissimo,Standard,5.9,5,2025-12-08,2025-12-07,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-002338,2025-11-05,Le Havre,Livre,34.56,Chronopost,Express,12.9,2,2025-11-07,2025-11-06,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002339,2025-12-01,Nice,Chaussure,86.14,La Poste,Standard,5.9,5,2025-12-06,2025-12-05,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002340,2026-01-05,Paris,Chaussure,88.67,DHL,Express,12.9,2,2026-01-07,2026-01-06,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002341,2025-10-19,Bordeaux,Livre,20.84,Chronopost,Standard,5.9,5,2025-10-24,2025-10-23,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002342,2025-11-11,Le Havre,Livre,34.1,DHL,Standard,5.9,5,2025-11-16,2025-11-17,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002343,2025-12-18,Le Havre,Cosmétique,51.11,La Poste,Standard,5.9,5,2025-12-23,2025-12-22,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002344,2025-12-04,Rennes,Vêtement,75.52,UPS,Standard,5.9,5,2025-12-09,2025-12-08,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002345,2026-01-11,Nice,Vêtement,30.59,La Poste,Standard,5.9,5,2026-01-16,2026-01-15,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002346,2025-11-16,Lyon,Livre,25.29,Colissimo,Express,12.9,2,2025-11-18,2025-11-17,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002347,2025-11-24,Le Havre,Cosmétique,37.26,La Poste,Express,12.9,2,2025-11-26,2025-11-25,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002348,2025-12-30,Bordeaux,Chaussure,61.46,La Poste,Standard,5.9,5,2026-01-04,2026-01-03,Delivered,0,,True,Good,False,True,False,30.73,Invalid_POD_Customer_Claim
ORD-002349,2025-10-04,Lille,Chaussure,75.68,DHL,Express,12.9,2,2025-10-06,2025-10-05,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002350,2025-12-14,Le Havre,High-Tech,167.44,Mondial Relay,Standard,5.9,5,2025-12-19,2025-12-23,Delivered_Late,4,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002351,2025-11-05,Saint-Étienne,Chaussure,116.0,La Poste,Express,12.9,2,2025-11-07,2025-11-06,Delivered,0,,True,Good,False,True,False,58.0,Invalid_POD_Customer_Claim
ORD-002352,2025-10-02,Grenoble,High-Tech,235.72,Mondial Relay,Standard,5.9,5,2025-10-07,,Lost,12,Package_Lost,False,,,,False,244.57,"Package_Lost_Full_Refund, Significant_Delay_Standard"
ORD-002353,2025-12-08,Rennes,High-Tech,165.25,Chronopost,Standard,5.9,5,2025-12-13,2025-12-15,Delivered_Late,2,Delayed_Delivery,True,Good,True,False,False,0.0,
ORD-002354,2025-10-04,Bordeaux,High-Tech,225.3,UPS,Standard,5.9,5,2025-10-09,2025-10-08,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002355,2025-12-21,Lille,High-Tech,142.61,Colissimo,Express,12.9,2,2025-12-23,2025-12-22,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002356,2025-12-17,Paris,Vêtement,20.66,DHL,Standard,5.9,5,2025-12-22,2025-12-21,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002357,2025-10-24,Nantes,High-Tech,70.97,Chronopost,Standard,5.9,5,2025-10-29,2025-10-30,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002358,2025-11-24,Lille,Livre,29.33,UPS,Express,12.9,2,2025-11-26,2025-11-25,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002359,2025-10-09,Nantes,Vêtement,23.21,UPS,Standard,5.9,5,2025-10-14,2025-10-13,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002360,2025-11-02,Lyon,Livre,12.15,DHL,Express,12.9,2,2025-11-04,2025-11-03,Delivered,0,,True,Good,False,True,False,0.0,
ORD-002361,2025-11-20,Nice,Chaussure,53.88,UPS,Express,12.9,2,2025-11-22,2025-11-21,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002362,2025-11-15,Bordeaux,Vêtement,16.89,UPS,Premium,18.9,1,2025-11-16,2025-11-15,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002363,2025-11-03,Marseille,Livre,20.16,Colissimo,Express,12.9,2,2025-11-05,2025-11-04,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002364,2025-10-07,Grenoble,Cosmétique,48.53,Colissimo,Standard,5.9,5,2025-10-12,2025-10-11,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002365,2025-12-15,Lyon,Chaussure,37.77,La Poste,Standard,5.9,5,2025-12-20,2025-12-19,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002366,2025-12-21,Nantes,High-Tech,271.54,Colissimo,Standard,5.9,5,2025-12-26,2025-12-25,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002367,2025-12-28,Reims,High-Tech,190.86,Colissimo,Standard,5.9,5,2026-01-02,2026-01-01,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002368,2025-11-02,Toulon,High-Tech,232.45,Mondial Relay,Express,12.9,2,2025-11-04,2025-11-03,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002369,2025-10-10,Nice,Cosmétique,25.13,Chronopost,Standard,5.9,5,2025-10-15,2025-10-17,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002370,2025-11-06,Marseille,Livre,28.55,DHL,Express,12.9,2,2025-11-08,2025-11-07,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002371,2025-10-27,Grenoble,Cosmétique,36.47,Colissimo,Express,12.9,2,2025-10-29,2025-10-28,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002372,2025-12-11,Marseille,Cosmétique,34.21,DHL,Standard,5.9,5,2025-12-16,2025-12-15,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002373,2025-12-23,Le Havre,Vêtement,16.56,DHL,Standard,5.9,5,2025-12-28,2025-12-29,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002374,2025-11-02,Lyon,Cosmétique,51.58,Mondial Relay,Express,12.9,2,2025-11-04,2025-11-03,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002375,2025-12-09,Montpellier,High-Tech,197.78,DHL,Express,12.9,2,2025-12-11,2025-12-10,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002376,2025-10-02,Marseille,Vêtement,26.03,Chronopost,Express,12.9,2,2025-10-04,2025-10-03,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002377,2025-12-04,Saint-Étienne,Vêtement,54.26,Mondial Relay,Standard,5.9,5,2025-12-09,2025-12-08,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002378,2025-11-02,Bordeaux,High-Tech,40.63,La Poste,Premium,18.9,1,2025-11-03,2025-11-02,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002379,2025-12-08,Strasbourg,Livre,28.48,Mondial Relay,Express,12.9,2,2025-12-10,2025-12-09,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002380,2026-01-05,Toulouse,Cosmétique,16.51,La Poste,Express,12.9,2,2026-01-07,2026-01-06,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002381,2025-12-05,Le Havre,Chaussure,81.57,La Poste,Standard,5.9,5,2025-12-10,,Lost,16,Package_Lost,False,,,,False,90.42,"Package_Lost_Full_Refund, Significant_Delay_Standard"
ORD-002382,2025-12-14,Nice,Chaussure,83.77,UPS,Premium,18.9,1,2025-12-15,,Lost,19,Package_Lost,False,,,,False,121.57,"Late_Delivery_Premium_Service, Package_Lost_Full_Refund"
ORD-002383,2025-12-28,Grenoble,High-Tech,94.26,DHL,Standard,5.9,5,2026-01-02,2026-01-01,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002384,2025-10-14,Bordeaux,Cosmétique,43.73,Mondial Relay,Express,12.9,2,2025-10-16,2025-10-15,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002385,2026-01-02,Bordeaux,Livre,22.6,DHL,Standard,5.9,5,2026-01-07,2026-01-06,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002386,2026-01-15,Toulon,Chaussure,48.83,DHL,Express,12.9,2,2026-01-17,2026-01-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002387,2026-01-10,Grenoble,Vêtement,24.83,Chronopost,Standard,5.9,5,2026-01-15,2026-01-14,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002388,2025-12-12,Lyon,Chaussure,6.12,Colissimo,Premium,18.9,1,2025-12-13,2025-12-12,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002389,2025-10-22,Paris,Vêtement,51.99,Colissimo,Standard,5.9,5,2025-10-27,2025-10-26,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002390,2025-10-03,Toulon,Livre,5.0,Chronopost,Express,12.9,2,2025-10-05,2025-10-04,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-002391,2025-12-20,Grenoble,Chaussure,67.86,DHL,Express,12.9,2,2025-12-22,2025-12-21,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-002392,2025-10-25,Lille,Vêtement,39.73,Mondial Relay,Standard,5.9,5,2025-10-30,2025-10-29,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002393,2025-12-10,Marseille,Cosmétique,45.19,Mondial Relay,Premium,18.9,1,2025-12-11,2025-12-10,Delivered,0,,True,Good,False,True,False,22.59,Invalid_POD_Customer_Claim
ORD-002394,2026-01-09,Rennes,Cosmétique,30.47,DHL,Express,12.9,2,2026-01-11,2026-01-10,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002395,2025-12-26,Paris,Cosmétique,30.06,Chronopost,Standard,5.9,5,2025-12-31,2025-12-30,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002396,2025-10-24,Rennes,High-Tech,208.55,Chronopost,Standard,5.9,5,2025-10-29,2025-11-02,Delivered_Late,4,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002397,2025-11-26,Saint-Étienne,Vêtement,35.62,Chronopost,Standard,5.9,5,2025-12-01,2025-11-30,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002398,2025-11-04,Reims,Livre,26.45,Chronopost,Standard,5.9,5,2025-11-09,2025-11-08,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002399,2025-12-30,Toulon,Vêtement,30.85,Colissimo,Premium,18.9,1,2025-12-31,2025-12-30,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002400,2026-01-13,Grenoble,Chaussure,68.76,DHL,Standard,5.9,5,2026-01-18,2026-01-17,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002401,2025-11-25,Nice,High-Tech,242.91,UPS,Standard,5.9,5,2025-11-30,2025-11-29,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002402,2025-12-19,Toulon,Chaussure,40.66,UPS,Standard,5.9,5,2025-12-24,2025-12-23,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002403,2025-11-25,Toulouse,Chaussure,76.06,DHL,Standard,5.9,5,2025-11-30,2025-11-29,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002404,2025-12-02,Reims,Vêtement,51.31,DHL,Standard,5.9,5,2025-12-07,2025-12-06,Delivered,0,,True,Good,False,True,False,0.0,
ORD-002405,2025-12-12,Montpellier,Vêtement,43.05,UPS,Express,12.9,2,2025-12-14,2025-12-13,Delivered,0,,True,Good,True,False,False,0.0,
ORD-002406,2025-11-15,Nantes,Chaussure,49.89,UPS,Express,12.9,2,2025-11-17,2025-11-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002407,2025-12-10,Reims,Chaussure,101.44,Chronopost,Express,12.9,2,2025-12-12,2025-12-14,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-002408,2026-01-09,Rennes,Chaussure,47.07,UPS,Standard,5.9,5,2026-01-14,2026-01-15,Delivered_Late,1,Delayed_Delivery,True,Good,False,True,False,0.0,
ORD-002409,2025-12-30,Grenoble,Cosmétique,16.98,Chronopost,Express,12.9,2,2026-01-01,2025-12-31,Delivered,0,,True,Poor,True,True,False,8.49,Invalid_POD_Customer_Claim
ORD-002410,2025-12-26,Marseille,High-Tech,205.35,La Poste,Standard,5.9,5,2025-12-31,2025-12-30,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002411,2025-10-18,Nice,Cosmétique,55.02,UPS,Standard,5.9,5,2025-10-23,2025-10-22,Delivered,0,,True,Good,True,True,True,0.0,
ORD-002412,2025-12-15,Reims,High-Tech,200.38,Chronopost,Standard,5.9,5,2025-12-20,2025-12-19,Delivered,0,,True,Good,True,False,False,0.0,
